Unit ID,School/Corporate,Staff ID,Fixed Period or Ongoing,Actual Pay,Gender,Indigenous Dsc,Age,Teaching/Non-Teaching,Length of Service (Months),Service_Years,Start_Age,Unrealistic_Service,Age Group,Tenure Group
Unit 9,School,VXR1944,Fixed Period," $110,000 ",Female,Non-Indigenous,56,Teaching,69,5.75,50.25,False,50–59,5–10 yrs
Unit 9,School,JPM5878,Ongoing," $160,000 ",Female,Non-Indigenous,38,Teaching,66,5.5,32.5,False,30–39,5–10 yrs
Unit 9,School,SBH6009,Ongoing," $110,000 ",Female,Non-Indigenous,33,Teaching,63,5.25,27.75,False,30–39,5–10 yrs
Unit 9,School,YZM2111,Ongoing," $150,000 ",Male,Indigenous,34,Teaching,65,5.416666666666667,28.583333333333332,False,30–39,5–10 yrs
Unit 9,School,UFJ8827,Ongoing," $110,000 ",Female,Non-Indigenous,47,Teaching,65,5.416666666666667,41.583333333333336,False,40–49,5–10 yrs
Unit 9,School,IVG7451,Ongoing," $110,000 ",Female,Indigenous,32,Non-Teaching,63,5.25,26.75,False,30–39,5–10 yrs
Unit 9,School,BDS5052,Ongoing," $160,000 ",Female,Non-Indigenous,51,Teaching,63,5.25,45.75,False,50–59,5–10 yrs
Unit 9,School,WNZ9403,Ongoing," $88,000 ",Female,Non-Indigenous,26,Non-Teaching,63,5.25,20.75,False,Under 30,5–10 yrs
Unit 9,School,BHA8840,Ongoing," $110,000 ",Female,Non-Indigenous,60,Teaching,63,5.25,54.75,False,60 and above,5–10 yrs
Unit 9,School,ADH7127,Ongoing," $66,000 ",Female,Non-Indigenous,52,Non-Teaching,63,5.25,46.75,False,50–59,5–10 yrs
Unit 9,School,GBE2350,Ongoing," $110,000 ",Female,Indigenous,53,Non-Teaching,63,5.25,47.75,False,50–59,5–10 yrs
Unit 9,School,BNP7579,Ongoing," $110,000 ",Female,Indigenous,27,Non-Teaching,62,5.166666666666667,21.833333333333332,False,Under 30,5–10 yrs
Unit 9,School,YJB3618,Ongoing," $100,000 ",Female,Indigenous,59,Non-Teaching,61,5.083333333333333,53.916666666666664,False,50–59,5–10 yrs
Unit 9,School,HIP4390,Ongoing," $110,000 ",Female,Indigenous,37,Teaching,61,5.083333333333333,31.916666666666668,False,30–39,5–10 yrs
Unit 9,School,JIG6456,Ongoing," $110,000 ",Female,Non-Indigenous,50,Teaching,60,5.0,45.0,False,50–59,5–10 yrs
Unit 9,School,HRE7107,Ongoing," $110,000 ",Male,Non-Indigenous,62,Teaching,57,4.75,57.25,False,60 and above,2–5 yrs
Unit 9,School,UQO5737,Ongoing," $110,000 ",Female,Non-Indigenous,48,Teaching,60,5.0,43.0,False,40–49,5–10 yrs
Unit 9,School,GLZ3436,Fixed Period," $75,000 ",Female,Non-Indigenous,52,Non-Teaching,61,5.083333333333333,46.916666666666664,False,50–59,5–10 yrs
Unit 9,School,LRA4004,Ongoing," $110,000 ",Female,Non-Indigenous,36,Teaching,57,4.75,31.25,False,30–39,2–5 yrs
Unit 9,School,IDV2440,Ongoing," $160,000 ",Female,Non-Indigenous,32,Teaching,57,4.75,27.25,False,30–39,2–5 yrs
Unit 9,School,EJA1913,Ongoing," $110,000 ",Female,Non-Indigenous,53,Teaching,55,4.583333333333333,48.416666666666664,False,50–59,2–5 yrs
Unit 9,School,WXW2026,Ongoing," $110,000 ",Female,Non-Indigenous,54,Teaching,57,4.75,49.25,False,50–59,2–5 yrs
Unit 9,School,PTY7418,Ongoing," $150,000 ",Female,Non-Indigenous,67,Teaching,57,4.75,62.25,False,60 and above,2–5 yrs
Unit 9,School,WVY6132,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,57,4.75,26.25,False,30–39,2–5 yrs
Unit 9,School,DFJ4553,Ongoing," $66,000 ",Female,Indigenous,44,Non-Teaching,57,4.75,39.25,False,40–49,2–5 yrs
Unit 9,School,IWH5339,Ongoing," $160,000 ",Female,Non-Indigenous,39,Teaching,57,4.75,34.25,False,30–39,2–5 yrs
Unit 9,School,LQW2889,Fixed Period," $160,000 ",Female,Non-Indigenous,48,Teaching,57,4.75,43.25,False,40–49,2–5 yrs
Unit 9,School,LHT9913,Ongoing," $110,000 ",Female,Non-Indigenous,34,Teaching,57,4.75,29.25,False,30–39,2–5 yrs
Unit 9,School,ZEK8039,Ongoing," $160,000 ",Male,Indigenous,35,Teaching,57,4.75,30.25,False,30–39,2–5 yrs
Unit 9,School,RMW9833,Ongoing," $110,000 ",Male,Non-Indigenous,35,Teaching,57,4.75,30.25,False,30–39,2–5 yrs
Unit 9,School,SJU3129,Ongoing," $110,000 ",Female,Indigenous,51,Non-Teaching,57,4.75,46.25,False,50–59,2–5 yrs
Unit 9,School,RTC9000,Ongoing," $110,000 ",Male,Non-Indigenous,25,Teaching,57,4.75,20.25,False,Under 30,2–5 yrs
Unit 9,School,ZJC2554,Ongoing," $160,000 ",Male,Non-Indigenous,30,Teaching,56,4.666666666666667,25.333333333333332,False,30–39,2–5 yrs
Unit 9,School,FEM5307,Ongoing," $110,000 ",Female,Indigenous,51,Non-Teaching,56,4.666666666666667,46.333333333333336,False,50–59,2–5 yrs
Unit 9,School,UKH3648,Ongoing," $110,000 ",Female,Indigenous,62,Non-Teaching,55,4.583333333333333,57.416666666666664,False,60 and above,2–5 yrs
Unit 9,School,CAV8656,Fixed Period," $110,000 ",Female,Non-Indigenous,54,Teaching,54,4.5,49.5,False,50–59,2–5 yrs
Unit 9,School,BGC8632,Fixed Period," $150,000 ",Female,Non-Indigenous,65,Teaching,33,2.75,62.25,False,60 and above,2–5 yrs
Unit 9,School,IYU8856,Ongoing," $66,000 ",Female,Non-Indigenous,23,Non-Teaching,57,4.75,18.25,False,Under 30,2–5 yrs
Unit 9,School,YCU8707,Ongoing," $75,000 ",Female,Indigenous,53,Non-Teaching,53,4.416666666666667,48.583333333333336,False,50–59,2–5 yrs
Unit 9,School,BCS6062,Ongoing," $75,000 ",Male,Indigenous,56,Non-Teaching,47,3.9166666666666665,52.083333333333336,False,50–59,2–5 yrs
Unit 9,School,NMN1731,Ongoing," $110,000 ",Female,Indigenous,32,Non-Teaching,52,4.333333333333333,27.666666666666668,False,30–39,2–5 yrs
Unit 9,School,ROS8037,Ongoing," $110,000 ",Female,Non-Indigenous,42,Teaching,51,4.25,37.75,False,40–49,2–5 yrs
Unit 9,School,ZJE1828,Fixed Period," $160,000 ",Female,Non-Indigenous,78,Non-Teaching,52,4.333333333333333,73.66666666666667,False,60 and above,2–5 yrs
Unit 9,School,HGR5415,Ongoing," $160,000 ",Female,Non-Indigenous,31,Teaching,51,4.25,26.75,False,30–39,2–5 yrs
Unit 9,School,UWC4302,Ongoing," $150,000 ",Female,Non-Indigenous,60,Teaching,51,4.25,55.75,False,60 and above,2–5 yrs
Unit 9,School,AIA8290,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,48,4.0,42.0,False,40–49,2–5 yrs
Unit 9,School,DQR7568,Ongoing," $75,000 ",Female,Non-Indigenous,42,Non-Teaching,48,4.0,38.0,False,40–49,2–5 yrs
Unit 9,School,KYJ5060,Ongoing," $110,000 ",Female,Non-Indigenous,48,Teaching,48,4.0,44.0,False,40–49,2–5 yrs
Unit 9,School,STG7539,Ongoing," $110,000 ",Male,Non-Indigenous,39,Teaching,45,3.75,35.25,False,30–39,2–5 yrs
Unit 9,School,YFM8148,Ongoing," $160,000 ",Female,Non-Indigenous,35,Teaching,45,3.75,31.25,False,30–39,2–5 yrs
Unit 9,School,NYE6048,Ongoing," $110,000 ",Female,Non-Indigenous,36,Teaching,45,3.75,32.25,False,30–39,2–5 yrs
Unit 9,School,PBY9111,Ongoing," $110,000 ",Female,Non-Indigenous,33,Teaching,45,3.75,29.25,False,30–39,2–5 yrs
Unit 9,School,WOQ4051,Ongoing," $110,000 ",Female,Non-Indigenous,28,Teaching,45,3.75,24.25,False,Under 30,2–5 yrs
Unit 9,School,VZT7780,Fixed Period," $150,000 ",Female,Non-Indigenous,32,Teaching,45,3.75,28.25,False,30–39,2–5 yrs
Unit 9,School,PWP1085,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,45,3.75,42.25,False,40–49,2–5 yrs
Unit 9,School,VTV3884,Ongoing," $160,000 ",Male,Non-Indigenous,38,Teaching,45,3.75,34.25,False,30–39,2–5 yrs
Unit 9,School,KUE1107,Ongoing," $75,000 ",Male,Non-Indigenous,45,Non-Teaching,45,3.75,41.25,False,40–49,2–5 yrs
Unit 9,School,MNU7227,Ongoing," $160,000 ",Male,Non-Indigenous,33,Teaching,45,3.75,29.25,False,30–39,2–5 yrs
Unit 9,School,PXQ2713,Ongoing," $110,000 ",Female,Non-Indigenous,36,Teaching,45,3.75,32.25,False,30–39,2–5 yrs
Unit 9,School,OOQ6260,Ongoing," $75,000 ",Male,Indigenous,35,Non-Teaching,44,3.6666666666666665,31.333333333333332,False,30–39,2–5 yrs
Unit 9,School,XBC9658,Ongoing," $110,000 ",Female,Non-Indigenous,40,Teaching,45,3.75,36.25,False,40–49,2–5 yrs
Unit 9,School,ETG3856,Ongoing," $110,000 ",Female,Non-Indigenous,49,Teaching,44,3.6666666666666665,45.333333333333336,False,40–49,2–5 yrs
Unit 9,School,OOQ8362,Ongoing," $110,000 ",Female,Non-Indigenous,53,Teaching,44,3.6666666666666665,49.333333333333336,False,50–59,2–5 yrs
Unit 9,School,EQP5321,Fixed Period," $110,000 ",Male,Non-Indigenous,36,Teaching,44,3.6666666666666665,32.333333333333336,False,30–39,2–5 yrs
Unit 9,School,YYU7863,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,44,3.6666666666666665,24.333333333333332,False,Under 30,2–5 yrs
Unit 9,School,BWN4727,Ongoing," $110,000 ",Male,Non-Indigenous,27,Teaching,44,3.6666666666666665,23.333333333333332,False,Under 30,2–5 yrs
Unit 9,School,CKI1398,Ongoing," $75,000 ",Female,Non-Indigenous,58,Non-Teaching,44,3.6666666666666665,54.333333333333336,False,50–59,2–5 yrs
Unit 9,School,JTM4423,Ongoing," $110,000 ",Male,Non-Indigenous,38,Teaching,43,3.5833333333333335,34.416666666666664,False,30–39,2–5 yrs
Unit 9,School,FHB6019,Ongoing," $75,000 ",Female,Non-Indigenous,49,Non-Teaching,43,3.5833333333333335,45.416666666666664,False,40–49,2–5 yrs
Unit 9,School,ABS8132,Ongoing," $70,000 ",Female,Non-Indigenous,32,Non-Teaching,42,3.5,28.5,False,30–39,2–5 yrs
Unit 9,School,IBD8195,Fixed Period," $75,000 ",Female,Non-Indigenous,32,Non-Teaching,42,3.5,28.5,False,30–39,2–5 yrs
Unit 9,School,QSQ7336,Ongoing," $150,000 ",Female,Non-Indigenous,71,Teaching,42,3.5,67.5,False,60 and above,2–5 yrs
Unit 9,School,VVK5449,Ongoing," $75,000 ",Female,Indigenous,26,Non-Teaching,41,3.4166666666666665,22.583333333333332,False,Under 30,2–5 yrs
Unit 9,School,MSU8773,Ongoing," $110,000 ",Female,Non-Indigenous,63,Teaching,42,3.5,59.5,False,60 and above,2–5 yrs
Unit 9,School,LJU2449,Ongoing," $110,000 ",Female,Indigenous,32,Non-Teaching,42,3.5,28.5,False,30–39,2–5 yrs
Unit 9,School,UFB8706,Ongoing," $110,000 ",Female,Indigenous,33,Non-Teaching,42,3.5,29.5,False,30–39,2–5 yrs
Unit 9,School,JNC4735,Ongoing," $66,000 ",Female,Non-Indigenous,41,Non-Teaching,41,3.4166666666666665,37.583333333333336,False,40–49,2–5 yrs
Unit 9,School,XOE2375,Ongoing," $66,000 ",Female,Non-Indigenous,53,Non-Teaching,42,3.5,49.5,False,50–59,2–5 yrs
Unit 9,School,YGS9195,Ongoing," $75,000 ",Female,Non-Indigenous,35,Non-Teaching,41,3.4166666666666665,31.583333333333332,False,30–39,2–5 yrs
Unit 9,School,QPG5607,Ongoing," $65,000 ",Male,Non-Indigenous,32,Non-Teaching,40,3.3333333333333335,28.666666666666668,False,30–39,2–5 yrs
Unit 9,School,FFQ5931,Ongoing," $160,000 ",Male,Non-Indigenous,36,Teaching,41,3.4166666666666665,32.583333333333336,False,30–39,2–5 yrs
Unit 9,School,LYK4020,Ongoing," $66,000 ",Female,Non-Indigenous,32,Non-Teaching,39,3.25,28.75,False,30–39,2–5 yrs
Unit 9,School,MON3575,Ongoing," $75,000 ",Male,Non-Indigenous,31,Non-Teaching,39,3.25,27.75,False,30–39,2–5 yrs
Unit 9,School,FLS1375,Ongoing," $75,000 ",Male,Non-Indigenous,28,Non-Teaching,39,3.25,24.75,False,Under 30,2–5 yrs
Unit 9,School,NER2717,Ongoing," $66,000 ",Female,Non-Indigenous,43,Non-Teaching,39,3.25,39.75,False,40–49,2–5 yrs
Unit 9,School,DFD5256,Ongoing," $75,000 ",Male,Indigenous,27,Non-Teaching,39,3.25,23.75,False,Under 30,2–5 yrs
Unit 9,School,AHJ2771,Ongoing," $110,000 ",Female,Non-Indigenous,66,Teaching,38,3.1666666666666665,62.833333333333336,False,60 and above,2–5 yrs
Unit 9,School,BIS8456,Ongoing," $160,000 ",Female,Non-Indigenous,35,Teaching,38,3.1666666666666665,31.833333333333332,False,30–39,2–5 yrs
Unit 9,School,WVF2457,Fixed Period," $66,000 ",Female,Non-Indigenous,35,Non-Teaching,36,3.0,32.0,False,30–39,2–5 yrs
Unit 9,School,TUX5958,Ongoing," $110,000 ",Male,Non-Indigenous,55,Teaching,36,3.0,52.0,False,50–59,2–5 yrs
Unit 9,School,AVI5596,Ongoing," $95,000 ",Female,Non-Indigenous,45,Non-Teaching,36,3.0,42.0,False,40–49,2–5 yrs
Unit 9,School,ENP8744,Ongoing," $75,000 ",Male,Indigenous,32,Non-Teaching,36,3.0,29.0,False,30–39,2–5 yrs
Unit 9,School,JNQ3963,Ongoing," $110,000 ",Male,Non-Indigenous,32,Teaching,36,3.0,29.0,False,30–39,2–5 yrs
Unit 9,School,FRY1852,Ongoing," $75,000 ",Male,Non-Indigenous,63,Non-Teaching,35,2.9166666666666665,60.083333333333336,False,60 and above,2–5 yrs
Unit 9,School,VMI3898,Ongoing," $75,000 ",Female,Non-Indigenous,39,Non-Teaching,35,2.9166666666666665,36.083333333333336,False,30–39,2–5 yrs
Unit 9,School,KQZ7073,Ongoing," $160,000 ",Female,Non-Indigenous,37,Teaching,33,2.75,34.25,False,30–39,2–5 yrs
Unit 9,School,XIQ4600,Ongoing," $110,000 ",Female,Non-Indigenous,53,Teaching,33,2.75,50.25,False,50–59,2–5 yrs
Unit 9,School,VKJ2569,Ongoing," $110,000 ",Female,Non-Indigenous,31,Teaching,33,2.75,28.25,False,30–39,2–5 yrs
Unit 9,School,MFS7112,Ongoing," $66,000 ",Female,Indigenous,47,Non-Teaching,33,2.75,44.25,False,40–49,2–5 yrs
Unit 9,School,NCW4929,Ongoing," $66,000 ",Female,Non-Indigenous,37,Non-Teaching,33,2.75,34.25,False,30–39,2–5 yrs
Unit 9,School,WMR9542,Ongoing," $160,000 ",Female,Non-Indigenous,30,Teaching,33,2.75,27.25,False,30–39,2–5 yrs
Unit 9,School,PMI9773,Fixed Period," $110,000 ",Female,Non-Indigenous,28,Teaching,33,2.75,25.25,False,Under 30,2–5 yrs
Unit 9,School,VZJ8361,Ongoing," $110,000 ",Female,Non-Indigenous,37,Teaching,33,2.75,34.25,False,30–39,2–5 yrs
Unit 9,School,WAI4316,Ongoing," $110,000 ",Female,Non-Indigenous,28,Teaching,33,2.75,25.25,False,Under 30,2–5 yrs
Unit 9,School,TWS3650,Fixed Period," $66,000 ",Female,Indigenous,19,Non-Teaching,32,2.6666666666666665,16.333333333333332,False,Under 30,2–5 yrs
Unit 9,School,PCP8031,Ongoing," $110,000 ",Female,Non-Indigenous,46,Teaching,33,2.75,43.25,False,40–49,2–5 yrs
Unit 9,School,DVZ8273,Ongoing," $75,000 ",Male,Non-Indigenous,49,Non-Teaching,33,2.75,46.25,False,40–49,2–5 yrs
Unit 9,School,HFG8160,Ongoing," $88,000 ",Female,Non-Indigenous,38,Non-Teaching,33,2.75,35.25,False,30–39,2–5 yrs
Unit 9,School,ZSY4870,Ongoing," $110,000 ",Female,Non-Indigenous,36,Teaching,33,2.75,33.25,False,30–39,2–5 yrs
Unit 9,School,JFZ3179,Ongoing," $75,000 ",Female,Non-Indigenous,55,Non-Teaching,33,2.75,52.25,False,50–59,2–5 yrs
Unit 9,School,EWY1065,Ongoing," $160,000 ",Female,Non-Indigenous,67,Teaching,33,2.75,64.25,False,60 and above,2–5 yrs
Unit 9,School,KOZ7670,Ongoing," $75,000 ",Male,Non-Indigenous,35,Non-Teaching,33,2.75,32.25,False,30–39,2–5 yrs
Unit 9,School,XOT9308,Ongoing," $110,000 ",Female,Indigenous,57,Teaching,33,2.75,54.25,False,50–59,2–5 yrs
Unit 9,School,GHY3983,Ongoing," $75,000 ",Female,Non-Indigenous,48,Non-Teaching,33,2.75,45.25,False,40–49,2–5 yrs
Unit 9,School,RAK8586,Ongoing," $160,000 ",Female,Non-Indigenous,33,Teaching,33,2.75,30.25,False,30–39,2–5 yrs
Unit 9,School,GYJ4699,Ongoing," $110,000 ",Female,Non-Indigenous,27,Teaching,33,2.75,24.25,False,Under 30,2–5 yrs
Unit 9,School,EHW8492,Fixed Period," $66,000 ",Female,Indigenous,46,Non-Teaching,31,2.5833333333333335,43.416666666666664,False,40–49,2–5 yrs
Unit 9,School,QNB4917,Fixed Period," $150,000 ",Male,Non-Indigenous,59,Teaching,31,2.5833333333333335,56.416666666666664,False,50–59,2–5 yrs
Unit 9,School,QEJ2343,Ongoing," $75,000 ",Female,Non-Indigenous,28,Non-Teaching,30,2.5,25.5,False,Under 30,2–5 yrs
Unit 9,School,UOT7339,Ongoing," $110,000 ",Female,Indigenous,47,Non-Teaching,30,2.5,44.5,False,40–49,2–5 yrs
Unit 9,School,QFA8882,Ongoing," $95,000 ",Female,Non-Indigenous,55,Non-Teaching,30,2.5,52.5,False,50–59,2–5 yrs
Unit 9,School,WHX7645,Ongoing," $110,000 ",Female,Non-Indigenous,32,Teaching,31,2.5833333333333335,29.416666666666668,False,30–39,2–5 yrs
Unit 9,School,BPC6597,Ongoing," $75,000 ",Female,Non-Indigenous,25,Non-Teaching,31,2.5833333333333335,22.416666666666668,False,Under 30,2–5 yrs
Unit 9,School,FJD7567,Ongoing," $160,000 ",Male,Non-Indigenous,35,Teaching,30,2.5,32.5,False,30–39,2–5 yrs
Unit 9,School,ZFG8437,Fixed Period," $75,000 ",Male,Non-Indigenous,51,Non-Teaching,30,2.5,48.5,False,50–59,2–5 yrs
Unit 9,School,ECO8974,Ongoing," $110,000 ",Female,Non-Indigenous,48,Teaching,30,2.5,45.5,False,40–49,2–5 yrs
Unit 9,School,SRH9749,Ongoing," $110,000 ",Male,Non-Indigenous,50,Teaching,29,2.4166666666666665,47.583333333333336,False,50–59,2–5 yrs
Unit 9,School,HSI9586,Ongoing," $66,000 ",Female,Non-Indigenous,58,Non-Teaching,29,2.4166666666666665,55.583333333333336,False,50–59,2–5 yrs
Unit 9,School,BQX1923,Ongoing," $160,000 ",Female,Non-Indigenous,26,Teaching,27,2.25,23.75,False,Under 30,2–5 yrs
Unit 9,School,RGQ1134,Ongoing," $110,000 ",Female,Indigenous,52,Teaching,27,2.25,49.75,False,50–59,2–5 yrs
Unit 9,School,OVN1378,Ongoing," $110,000 ",Male,Non-Indigenous,29,Teaching,27,2.25,26.75,False,Under 30,2–5 yrs
Unit 9,School,COU1210,Ongoing," $110,000 ",Female,Indigenous,44,Non-Teaching,27,2.25,41.75,False,40–49,2–5 yrs
Unit 9,School,LAT1102,Ongoing," $95,000 ",Female,Non-Indigenous,36,Non-Teaching,28,2.3333333333333335,33.666666666666664,False,30–39,2–5 yrs
Unit 9,School,QKJ9354,Fixed Period," $110,000 ",Female,Non-Indigenous,51,Teaching,27,2.25,48.75,False,50–59,2–5 yrs
Unit 9,School,FKQ6421,Ongoing," $110,000 ",Female,Non-Indigenous,35,Teaching,27,2.25,32.75,False,30–39,2–5 yrs
Unit 9,School,CWQ3795,Ongoing," $110,000 ",Female,Non-Indigenous,41,Teaching,27,2.25,38.75,False,40–49,2–5 yrs
Unit 9,School,RRC9206,Ongoing," $110,000 ",Male,Non-Indigenous,24,Teaching,27,2.25,21.75,False,Under 30,2–5 yrs
Unit 9,School,QYA2453,Fixed Period," $66,000 ",Female,Non-Indigenous,38,Non-Teaching,27,2.25,35.75,False,30–39,2–5 yrs
Unit 9,School,ISJ9901,Ongoing," $110,000 ",Female,Non-Indigenous,36,Teaching,27,2.25,33.75,False,30–39,2–5 yrs
Unit 9,School,CIM3532,Ongoing," $110,000 ",Female,Non-Indigenous,40,Teaching,27,2.25,37.75,False,40–49,2–5 yrs
Unit 9,School,IAV7657,Fixed Period," $150,000 ",Female,Non-Indigenous,33,Teaching,27,2.25,30.75,False,30–39,2–5 yrs
Unit 9,School,NEF7509,Ongoing," $75,000 ",Female,Non-Indigenous,42,Non-Teaching,27,2.25,39.75,False,40–49,2–5 yrs
Unit 9,School,BCW9696,Ongoing," $110,000 ",Female,Indigenous,42,Non-Teaching,27,2.25,39.75,False,40–49,2–5 yrs
Unit 9,School,BGR1055,Fixed Period," $110,000 ",Female,Indigenous,24,Non-Teaching,27,2.25,21.75,False,Under 30,2–5 yrs
Unit 9,School,YRX1089,Ongoing," $110,000 ",Female,Non-Indigenous,41,Teaching,27,2.25,38.75,False,40–49,2–5 yrs
Unit 9,School,TDK6953,Fixed Period," $110,000 ",Female,Indigenous,36,Non-Teaching,27,2.25,33.75,False,30–39,2–5 yrs
Unit 9,School,DLR7723,Ongoing," $110,000 ",Female,Non-Indigenous,66,Teaching,27,2.25,63.75,False,60 and above,2–5 yrs
Unit 9,School,ATL4076,Ongoing," $75,000 ",Male,Non-Indigenous,41,Non-Teaching,26,2.1666666666666665,38.833333333333336,False,40–49,2–5 yrs
Unit 9,School,TLV5841,Ongoing," $160,000 ",Female,Non-Indigenous,67,Teaching,26,2.1666666666666665,64.83333333333333,False,60 and above,2–5 yrs
Unit 9,School,JLK8257,Ongoing," $66,000 ",Female,Non-Indigenous,21,Non-Teaching,26,2.1666666666666665,18.833333333333332,False,Under 30,2–5 yrs
Unit 9,School,WWS3589,Ongoing," $110,000 ",Female,Non-Indigenous,57,Teaching,26,2.1666666666666665,54.833333333333336,False,50–59,2–5 yrs
Unit 9,School,GNN6407,Ongoing," $160,000 ",Female,Non-Indigenous,37,Teaching,25,2.0833333333333335,34.916666666666664,False,30–39,2–5 yrs
Unit 9,School,YRF4580,Ongoing," $75,000 ",Male,Non-Indigenous,34,Non-Teaching,24,2.0,32.0,False,30–39,2–5 yrs
Unit 9,School,EQC4589,Ongoing," $75,000 ",Male,Non-Indigenous,39,Non-Teaching,24,2.0,37.0,False,30–39,2–5 yrs
Unit 9,School,CCO4898,Fixed Period," $160,000 ",Male,Non-Indigenous,39,Teaching,24,2.0,37.0,False,30–39,2–5 yrs
Unit 9,School,QDC2690,Fixed Period," $110,000 ",Male,Non-Indigenous,29,Teaching,21,1.75,27.25,False,Under 30,New (<2 yrs)
Unit 9,School,PIH8591,Ongoing," $160,000 ",Female,Non-Indigenous,38,Teaching,21,1.75,36.25,False,30–39,New (<2 yrs)
Unit 9,School,BYB9159,Ongoing," $66,000 ",Female,Non-Indigenous,31,Non-Teaching,24,2.0,29.0,False,30–39,2–5 yrs
Unit 9,School,NHH2371,Ongoing," $70,000 ",Male,Non-Indigenous,45,Non-Teaching,24,2.0,43.0,False,40–49,2–5 yrs
Unit 9,School,SNZ5287,Fixed Period," $110,000 ",Male,Non-Indigenous,67,Teaching,23,1.9166666666666667,65.08333333333333,False,60 and above,New (<2 yrs)
Unit 9,School,JAT9828,Fixed Period," $150,000 ",Female,Non-Indigenous,56,Teaching,27,2.25,53.75,False,50–59,2–5 yrs
Unit 9,School,SBP7104,Ongoing," $110,000 ",Female,Indigenous,44,Non-Teaching,21,1.75,42.25,False,40–49,New (<2 yrs)
Unit 9,School,WNR8344,Ongoing," $160,000 ",Female,Non-Indigenous,50,Teaching,21,1.75,48.25,False,50–59,New (<2 yrs)
Unit 9,School,KHF1083,Ongoing," $75,000 ",Female,Indigenous,35,Non-Teaching,23,1.9166666666666667,33.083333333333336,False,30–39,New (<2 yrs)
Unit 9,School,DNH7112,Fixed Period," $160,000 ",Male,Non-Indigenous,31,Teaching,21,1.75,29.25,False,30–39,New (<2 yrs)
Unit 9,School,LED6743,Ongoing," $110,000 ",Female,Non-Indigenous,25,Teaching,21,1.75,23.25,False,Under 30,New (<2 yrs)
Unit 9,School,JTH7049,Ongoing," $66,000 ",Female,Indigenous,19,Non-Teaching,22,1.8333333333333333,17.166666666666668,False,Under 30,New (<2 yrs)
Unit 9,School,HVY4957,Ongoing," $95,000 ",Female,Non-Indigenous,60,Non-Teaching,21,1.75,58.25,False,60 and above,New (<2 yrs)
Unit 9,School,URA1642,Fixed Period," $110,000 ",Female,Non-Indigenous,60,Teaching,21,1.75,58.25,False,60 and above,New (<2 yrs)
Unit 9,School,LCR5550,Ongoing," $75,000 ",Female,Non-Indigenous,31,Non-Teaching,21,1.75,29.25,False,30–39,New (<2 yrs)
Unit 9,School,TWF3452,Ongoing," $160,000 ",Female,Non-Indigenous,42,Teaching,21,1.75,40.25,False,40–49,New (<2 yrs)
Unit 9,School,NUR3576,Fixed Period," $160,000 ",Male,Non-Indigenous,58,Teaching,21,1.75,56.25,False,50–59,New (<2 yrs)
Unit 9,School,AZH5704,Fixed Period," $110,000 ",Female,Indigenous,26,Teaching,21,1.75,24.25,False,Under 30,New (<2 yrs)
Unit 9,School,ISF3968,Ongoing," $110,000 ",Female,Non-Indigenous,24,Teaching,21,1.75,22.25,False,Under 30,New (<2 yrs)
Unit 9,School,KKU5748,Fixed Period," $110,000 ",Male,Non-Indigenous,27,Teaching,21,1.75,25.25,False,Under 30,New (<2 yrs)
Unit 9,School,IUN2627,Ongoing," $110,000 ",Female,Non-Indigenous,45,Teaching,21,1.75,43.25,False,40–49,New (<2 yrs)
Unit 9,School,OOS9289,Fixed Period," $110,000 ",Male,Non-Indigenous,32,Teaching,21,1.75,30.25,False,30–39,New (<2 yrs)
Unit 9,School,IWN7511,Ongoing," $110,000 ",Female,Non-Indigenous,62,Teaching,21,1.75,60.25,False,60 and above,New (<2 yrs)
Unit 9,School,JTF9417,Ongoing," $110,000 ",Female,Non-Indigenous,33,Teaching,21,1.75,31.25,False,30–39,New (<2 yrs)
Unit 9,School,IOD1390,Fixed Period," $110,000 ",Female,Indigenous,26,Non-Teaching,21,1.75,24.25,False,Under 30,New (<2 yrs)
Unit 9,School,NUP5530,Ongoing," $110,000 ",Male,Non-Indigenous,52,Teaching,21,1.75,50.25,False,50–59,New (<2 yrs)
Unit 9,School,ORQ1367,Ongoing," $110,000 ",Female,Non-Indigenous,34,Teaching,21,1.75,32.25,False,30–39,New (<2 yrs)
Unit 9,School,MZR9981,Ongoing," $110,000 ",Female,Non-Indigenous,25,Teaching,21,1.75,23.25,False,Under 30,New (<2 yrs)
Unit 9,School,ARO4813,Fixed Period," $110,000 ",Female,Non-Indigenous,27,Teaching,21,1.75,25.25,False,Under 30,New (<2 yrs)
Unit 9,School,HIM4484,Fixed Period," $110,000 ",Female,Non-Indigenous,54,Teaching,21,1.75,52.25,False,50–59,New (<2 yrs)
Unit 9,School,SBA4596,Fixed Period," $70,000 ",Male,Non-Indigenous,52,Non-Teaching,21,1.75,50.25,False,50–59,New (<2 yrs)
Unit 9,School,HSW6617,Fixed Period," $110,000 ",Female,Non-Indigenous,26,Teaching,20,1.6666666666666667,24.333333333333332,False,Under 30,New (<2 yrs)
